theme_id,theme_name,theme_category,theme_mechanism,seed_etfs,direct_categories,excluded_categories,candidate_rank_within_theme,ticker,company_name,candidate_role,beneficiary_type,initial_inclusion_method,api_retrievable,api_validation_priority,must_pass_alpha_trend_gates,fmp_seed_etf_holdings_endpoints,fmp_profile_endpoint,fmp_key_metrics_endpoint,fmp_ratios_endpoint,fmp_financial_statements_endpoints,massive_ticker_reference_endpoint,massive_daily_bars_endpoint_template,sec_submission_step,sec_companyfacts_step,openfigi_mapping_payload_hint,notes,created_date
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,2,AMZN,"Amazon.com, Inc.",Direct beneficiary,Cloud platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=AMZN,https://financialmodelingprep.com/stable/key-metrics?symbol=AMZN,https://financialmodelingprep.com/stable/ratios?symbol=AMZN,https://financialmodelingprep.com/stable/income-statement?symbol=AMZN;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMZN;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMZN,https://api.massive.com/v3/reference/tickers/AMZN,https://api.massive.com/v2/aggs/ticker/AMZN/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""AMZN"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,3,GOOGL,Alphabet Inc.,Direct beneficiary,Cloud / AI platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=GOOGL,https://financialmodelingprep.com/stable/key-metrics?symbol=GOOGL,https://financialmodelingprep.com/stable/ratios?symbol=GOOGL,https://financialmodelingprep.com/stable/income-statement?symbol=GOOGL;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=GOOGL;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GOOGL,https://api.massive.com/v3/reference/tickers/GOOGL,https://api.massive.com/v2/aggs/ticker/GOOGL/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""GOOGL"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,4,ORCL,Oracle Corporation,Direct beneficiary,Cloud infrastructure / database,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=ORCL,https://financialmodelingprep.com/stable/key-metrics?symbol=ORCL,https://financialmodelingprep.com/stable/ratios?symbol=ORCL,https://financialmodelingprep.com/stable/income-statement?symbol=ORCL;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=ORCL;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=ORCL,https://api.massive.com/v3/reference/tickers/ORCL,https://api.massive.com/v2/aggs/ticker/ORCL/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""ORCL"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,5,CRM,"Salesforce, Inc.",Direct beneficiary,Enterprise SaaS,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=CRM,https://financialmodelingprep.com/stable/key-metrics?symbol=CRM,https://financialmodelingprep.com/stable/ratios?symbol=CRM,https://financialmodelingprep.com/stable/income-statement?symbol=CRM;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=CRM;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CRM,https://api.massive.com/v3/reference/tickers/CRM,https://api.massive.com/v2/aggs/ticker/CRM/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""CRM"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,6,NOW,"ServiceNow, Inc.",Direct beneficiary,Enterprise workflow SaaS,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=NOW,https://financialmodelingprep.com/stable/key-metrics?symbol=NOW,https://financialmodelingprep.com/stable/ratios?symbol=NOW,https://financialmodelingprep.com/stable/income-statement?symbol=NOW;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=NOW;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NOW,https://api.massive.com/v3/reference/tickers/NOW,https://api.massive.com/v2/aggs/ticker/NOW/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""NOW"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,7,SNOW,Snowflake Inc.,Direct beneficiary,Data cloud,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=SNOW,https://financialmodelingprep.com/stable/key-metrics?symbol=SNOW,https://financialmodelingprep.com/stable/ratios?symbol=SNOW,https://financialmodelingprep.com/stable/income-statement?symbol=SNOW;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=SNOW;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SNOW,https://api.massive.com/v3/reference/tickers/SNOW,https://api.massive.com/v2/aggs/ticker/SNOW/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""SNOW"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,8,DDOG,"Datadog, Inc.",Direct beneficiary,Observability,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=DDOG,https://financialmodelingprep.com/stable/key-metrics?symbol=DDOG,https://financialmodelingprep.com/stable/ratios?symbol=DDOG,https://financialmodelingprep.com/stable/income-statement?symbol=DDOG;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=DDOG;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=DDOG,https://api.massive.com/v3/reference/tickers/DDOG,https://api.massive.com/v2/aggs/ticker/DDOG/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""DDOG"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,9,NET,"Cloudflare, Inc.",Direct beneficiary,Edge cloud / security,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=NET,https://financialmodelingprep.com/stable/key-metrics?symbol=NET,https://financialmodelingprep.com/stable/ratios?symbol=NET,https://financialmodelingprep.com/stable/income-statement?symbol=NET;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=NET;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NET,https://api.massive.com/v3/reference/tickers/NET,https://api.massive.com/v2/aggs/ticker/NET/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""NET"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,10,MDB,"MongoDB, Inc.",Direct beneficiary,Database platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=MDB,https://financialmodelingprep.com/stable/key-metrics?symbol=MDB,https://financialmodelingprep.com/stable/ratios?symbol=MDB,https://financialmodelingprep.com/stable/income-statement?symbol=MDB;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=MDB;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MDB,https://api.massive.com/v3/reference/tickers/MDB,https://api.massive.com/v2/aggs/ticker/MDB/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""MDB"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T012,Cloud & SaaS Infrastructure,Technology / Cloud,"Enterprise cloud migration, data growth, AI workloads, and software modernization drive demand for cloud platforms, databases, observability, and SaaS infrastructure.",SKYY;CLOU;WCLD,hyperscalers; cloud platforms; databases; observability; SaaS infrastructure,legacy software without cloud growth; unprofitable SaaS with no operating leverage,11,TEAM,Atlassian Corporation,Direct beneficiary,Collaboration / dev tooling,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY;https://financialmodelingprep.com/stable/etf/holdings?symbol=CLOU;https://financialmodelingprep.com/stable/etf/holdings?symbol=WCLD,https://financialmodelingprep.com/stable/profile?symbol=TEAM,https://financialmodelingprep.com/stable/key-metrics?symbol=TEAM,https://financialmodelingprep.com/stable/ratios?symbol=TEAM,https://financialmodelingprep.com/stable/income-statement?symbol=TEAM;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=TEAM;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=TEAM,https://api.massive.com/v3/reference/tickers/TEAM,https://api.massive.com/v2/aggs/ticker/TEAM/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""TEAM"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,1,PLTR,Palantir Technologies Inc.,Direct beneficiary,Enterprise AI / analytics,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=PLTR,https://financialmodelingprep.com/stable/key-metrics?symbol=PLTR,https://financialmodelingprep.com/stable/ratios?symbol=PLTR,https://financialmodelingprep.com/stable/income-statement?symbol=PLTR;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=PLTR;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=PLTR,https://api.massive.com/v3/reference/tickers/PLTR,https://api.massive.com/v2/aggs/ticker/PLTR/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""PLTR"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,2,SNOW,Snowflake Inc.,Direct beneficiary,Data platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=SNOW,https://financialmodelingprep.com/stable/key-metrics?symbol=SNOW,https://financialmodelingprep.com/stable/ratios?symbol=SNOW,https://financialmodelingprep.com/stable/income-statement?symbol=SNOW;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=SNOW;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=SNOW,https://api.massive.com/v3/reference/tickers/SNOW,https://api.massive.com/v2/aggs/ticker/SNOW/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""SNOW"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,3,CRM,"Salesforce, Inc.",Direct beneficiary,AI-enabled CRM,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=CRM,https://financialmodelingprep.com/stable/key-metrics?symbol=CRM,https://financialmodelingprep.com/stable/ratios?symbol=CRM,https://financialmodelingprep.com/stable/income-statement?symbol=CRM;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=CRM;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=CRM,https://api.massive.com/v3/reference/tickers/CRM,https://api.massive.com/v2/aggs/ticker/CRM/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""CRM"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,4,NOW,"ServiceNow, Inc.",Direct beneficiary,AI workflow software,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=NOW,https://financialmodelingprep.com/stable/key-metrics?symbol=NOW,https://financialmodelingprep.com/stable/ratios?symbol=NOW,https://financialmodelingprep.com/stable/income-statement?symbol=NOW;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=NOW;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NOW,https://api.massive.com/v3/reference/tickers/NOW,https://api.massive.com/v2/aggs/ticker/NOW/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""NOW"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,5,MSFT,Microsoft Corporation,Direct beneficiary,Enterprise AI platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=MSFT,https://financialmodelingprep.com/stable/key-metrics?symbol=MSFT,https://financialmodelingprep.com/stable/ratios?symbol=MSFT,https://financialmodelingprep.com/stable/income-statement?symbol=MSFT;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=MSFT;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MSFT,https://api.massive.com/v3/reference/tickers/MSFT,https://api.massive.com/v2/aggs/ticker/MSFT/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""MSFT"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,6,GOOGL,Alphabet Inc.,Direct beneficiary,AI/cloud platform,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=GOOGL,https://financialmodelingprep.com/stable/key-metrics?symbol=GOOGL,https://financialmodelingprep.com/stable/ratios?symbol=GOOGL,https://financialmodelingprep.com/stable/income-statement?symbol=GOOGL;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=GOOGL;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=GOOGL,https://api.massive.com/v3/reference/tickers/GOOGL,https://api.massive.com/v2/aggs/ticker/GOOGL/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""GOOGL"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
T013,Enterprise AI Software & Data Platforms,Technology / AI Software,"Enterprise adoption of AI agents, analytics, machine learning operations, and data platforms creates demand for software platforms with real customer adoption and revenue proof.",AIQ;IGV;SKYY,AI platforms; enterprise data platforms; observability; cloud AI; automation software,AI branding without revenue; press-release-only AI microcaps,7,IBM,International Business Machines Corporation,Direct beneficiary,Enterprise AI / services,manual_seed_for_api_validation,yes,high,T1 exposure purity; T3 fundamentals; T4 price participation; T6 liquidity/dilution; T8 expression decision,https://financialmodelingprep.com/stable/etf/holdings?symbol=AIQ;https://financialmodelingprep.com/stable/etf/holdings?symbol=IGV;https://financialmodelingprep.com/stable/etf/holdings?symbol=SKYY,https://financialmodelingprep.com/stable/profile?symbol=IBM,https://financialmodelingprep.com/stable/key-metrics?symbol=IBM,https://financialmodelingprep.com/stable/ratios?symbol=IBM,https://financialmodelingprep.com/stable/income-statement?symbol=IBM;https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=IBM;https://financialmodelingprep.com/stable/cash-flow-statement?symbol=IBM,https://api.massive.com/v3/reference/tickers/IBM,https://api.massive.com/v2/aggs/ticker/IBM/range/1/day/{from}/{to},"Resolve CIK from Massive/FMP/OpenFIGI, then call https://data.sec.gov/submissions/CIK##########.json","Resolve CIK, then call https://data.sec.gov/api/xbrl/companyfacts/CIK##########.json","{""idType"":""TICKER"",""idValue"":""IBM"",""exchCode"":""US""}","Seed candidate only; AlphaTrend must validate current ETF membership, active listing, liquidity, exposure purity, fundamentals, and dilution before display as investable.",2026-05-08
